total: 55
461;157;23;3;148;184;87;27;85;144;117;61;59;79;92;67;88;94;107;70;73;92;88;79;83;84;84;93;92;79;71;93;69;85;88;82;81;40;55;100;117;76;30;99;193;115;2;38;139;427;0;0;0;0;0;
